lkw_id,timestamp,status,brake_fluid_pct,motor_temp_c,oil_pressure_bar,rul_hours
LKW-02,2026-07-19 02:30:00,KRITISCH,5.0,81.2,1.71,144
LKW-02,2026-07-19 03:00:00,KRITISCH,5.0,77.0,2.91,144
LKW-02,2026-07-19 03:30:00,KRITISCH,5.0,70.2,3.99,144
LKW-02,2026-07-19 04:00:00,KRITISCH,5.0,85.7,3.14,144
LKW-02,2026-07-19 04:30:00,KRITISCH,5.0,94.5,3.05,144
LKW-02,2026-07-19 05:00:00,KRITISCH,5.0,96.5,4.43,144
LKW-02,2026-07-19 05:30:00,KRITISCH,5.0,83.1,2.48,144
LKW-02,2026-07-19 06:00:00,KRITISCH,5.0,93.3,3.75,144
LKW-02,2026-07-19 06:30:00,KRITISCH,5.0,82.2,3.5,144
LKW-02,2026-07-19 07:00:00,KRITISCH,5.0,84.7,4.99,144
LKW-02,2026-07-19 07:30:00,KRITISCH,5.0,88.9,3.52,144
LKW-02,2026-07-19 08:00:00,KRITISCH,5.0,80.6,2.69,144
LKW-02,2026-07-19 08:30:00,KRITISCH,5.0,75.9,2.7,144
LKW-02,2026-07-19 09:00:00,KRITISCH,5.0,80.0,1.73,144
LKW-02,2026-07-19 09:30:00,KRITISCH,5.0,73.2,3.45,144
LKW-02,2026-07-19 10:00:00,KRITISCH,5.0,88.5,2.49,144
LKW-02,2026-07-19 10:30:00,KRITISCH,5.0,79.6,2.47,144
LKW-02,2026-07-19 11:00:00,KRITISCH,5.0,88.5,1.19,144
LKW-02,2026-07-19 11:30:00,KRITISCH,5.0,91.3,2.49,144
LKW-02,2026-07-19 12:00:00,KRITISCH,5.0,83.4,2.19,144
LKW-02,2026-07-19 12:30:00,KRITISCH,5.0,78.0,1.22,144
LKW-02,2026-07-19 13:00:00,KRITISCH,5.0,82.7,2.26,144
LKW-02,2026-07-19 13:30:00,KRITISCH,5.0,79.8,3.13,144
LKW-02,2026-07-19 14:00:00,KRITISCH,5.0,87.7,3.43,144
LKW-02,2026-07-19 14:30:00,KRITISCH,5.0,84.9,3.29,144
LKW-02,2026-07-19 15:00:00,KRITISCH,5.0,87.6,5.49,144
LKW-02,2026-07-19 15:30:00,KRITISCH,5.0,80.8,3.46,144
LKW-02,2026-07-19 16:00:00,KRITISCH,5.0,83.7,3.2,144
LKW-02,2026-07-19 16:30:00,KRITISCH,5.0,90.1,3.76,144
LKW-02,2026-07-19 17:00:00,KRITISCH,5.0,83.2,2.47,144
LKW-02,2026-07-19 17:30:00,KRITISCH,5.0,90.5,5.43,144
LKW-02,2026-07-19 18:00:00,KRITISCH,5.0,80.3,3.1,144
LKW-02,2026-07-19 18:30:00,KRITISCH,5.0,88.9,4.23,144
LKW-02,2026-07-19 19:00:00,KRITISCH,5.0,97.6,0.64,144
LKW-02,2026-07-19 19:30:00,KRITISCH,5.0,79.3,1.61,144
LKW-02,2026-07-19 20:00:00,KRITISCH,5.0,86.7,2.77,144
LKW-02,2026-07-19 20:30:00,KRITISCH,5.0,87.7,3.52,144
LKW-02,2026-07-19 21:00:00,KRITISCH,5.0,89.0,3.19,144
LKW-02,2026-07-19 21:30:00,KRITISCH,5.0,89.1,1.4,144
LKW-02,2026-07-19 22:00:00,KRITISCH,5.0,82.6,2.6,144
LKW-02,2026-07-19 22:30:00,KRITISCH,5.0,81.1,2.17,144
LKW-02,2026-07-19 23:00:00,KRITISCH,5.0,71.5,3.2,144
LKW-02,2026-07-19 23:30:00,KRITISCH,5.0,92.4,2.88,144
LKW-02,2026-07-20 00:00:00,KRITISCH,5.0,77.9,3.31,144
LKW-02,2026-07-20 00:30:00,KRITISCH,5.0,89.7,2.98,144
LKW-02,2026-07-20 01:00:00,KRITISCH,5.0,76.6,2.17,144
LKW-02,2026-07-20 01:30:00,KRITISCH,5.0,87.9,2.2,144
LKW-02,2026-07-20 02:00:00,KRITISCH,5.0,90.8,2.97,144
LKW-02,2026-07-20 02:30:00,KRITISCH,5.0,89.7,2.18,144
LKW-02,2026-07-20 03:00:00,KRITISCH,5.0,83.8,3.9,144
LKW-02,2026-07-20 03:30:00,KRITISCH,5.0,88.3,3.6,144
LKW-02,2026-07-20 04:00:00,KRITISCH,5.0,94.8,4.56,144
LKW-02,2026-07-20 04:30:00,KRITISCH,5.0,74.0,2.22,144
LKW-02,2026-07-20 05:00:00,KRITISCH,5.0,80.7,2.71,144
LKW-02,2026-07-20 05:30:00,KRITISCH,5.0,83.9,3.88,144
LKW-02,2026-07-20 06:00:00,KRITISCH,5.0,72.2,3.76,144
LKW-02,2026-07-20 06:30:00,KRITISCH,5.0,86.2,3.65,144
LKW-02,2026-07-20 07:00:00,KRITISCH,5.0,79.3,4.68,144
LKW-02,2026-07-20 07:30:00,KRITISCH,5.0,85.0,2.22,144
LKW-02,2026-07-20 08:00:00,KRITISCH,5.0,90.5,4.56,144
LKW-02,2026-07-20 08:30:00,KRITISCH,5.0,87.1,2.01,144
LKW-02,2026-07-20 09:00:00,KRITISCH,5.0,78.3,0.94,144
LKW-02,2026-07-20 09:30:00,KRITISCH,5.0,85.2,3.73,144
LKW-02,2026-07-20 10:00:00,KRITISCH,5.0,86.6,2.6,144
LKW-02,2026-07-20 10:30:00,KRITISCH,5.0,81.8,2.93,144
LKW-02,2026-07-20 11:00:00,KRITISCH,5.0,82.1,4.98,144
LKW-02,2026-07-20 11:30:00,KRITISCH,5.0,77.4,2.75,144
LKW-02,2026-07-20 12:00:00,KRITISCH,5.0,82.7,2.32,144
LKW-02,2026-07-20 12:30:00,KRITISCH,5.0,88.6,1.02,144
LKW-02,2026-07-20 13:00:00,KRITISCH,5.0,91.2,2.84,144
LKW-02,2026-07-20 13:30:00,KRITISCH,5.0,84.2,3.12,144
LKW-02,2026-07-20 14:00:00,KRITISCH,5.0,92.8,1.69,144
LKW-02,2026-07-20 14:30:00,KRITISCH,5.0,78.9,3.24,144
LKW-02,2026-07-20 15:00:00,KRITISCH,5.0,70.1,2.32,144
LKW-02,2026-07-20 15:30:00,KRITISCH,5.0,88.9,3.46,144
LKW-02,2026-07-20 16:00:00,KRITISCH,5.0,80.9,2.32,144
LKW-02,2026-07-20 16:30:00,KRITISCH,5.0,86.4,2.16,144
LKW-02,2026-07-20 17:00:00,KRITISCH,5.0,92.7,2.41,144
LKW-02,2026-07-20 17:30:00,KRITISCH,5.0,90.0,1.95,144
LKW-02,2026-07-20 18:00:00,KRITISCH,5.0,87.3,2.69,144
LKW-02,2026-07-20 18:30:00,KRITISCH,5.0,78.5,2.34,144
LKW-02,2026-07-20 19:00:00,KRITISCH,5.0,71.5,3.62,144
LKW-02,2026-07-20 19:30:00,KRITISCH,5.0,77.1,4.27,144
LKW-02,2026-07-20 20:00:00,KRITISCH,5.0,92.0,5.06,144
LKW-02,2026-07-20 20:30:00,KRITISCH,5.0,88.1,4.49,144
LKW-02,2026-07-20 21:00:00,KRITISCH,5.0,91.4,2.19,144
LKW-02,2026-07-20 21:30:00,KRITISCH,5.0,83.8,1.43,144
LKW-02,2026-07-20 22:00:00,KRITISCH,5.0,90.0,2.95,144
LKW-02,2026-07-20 22:30:00,KRITISCH,5.0,69.7,2.54,144
LKW-02,2026-07-20 23:00:00,KRITISCH,5.0,78.9,3.24,144
LKW-02,2026-07-20 23:30:00,KRITISCH,5.0,69.8,3.04,144
LKW-02,2026-07-21 00:00:00,KRITISCH,5.0,70.6,4.85,144
LKW-02,2026-07-21 00:30:00,KRITISCH,5.0,88.5,4.87,144
LKW-02,2026-07-21 01:00:00,KRITISCH,5.0,89.5,2.54,144
LKW-02,2026-07-21 01:30:00,KRITISCH,5.0,69.8,3.77,144
LKW-02,2026-07-21 02:00:00,KRITISCH,5.0,83.0,3.19,144
LKW-02,2026-07-21 02:30:00,KRITISCH,5.0,83.1,3.86,144
LKW-02,2026-07-21 03:00:00,KRITISCH,5.0,92.4,3.61,144
LKW-02,2026-07-21 03:30:00,KRITISCH,5.0,80.6,2.41,144
LKW-02,2026-07-21 04:00:00,KRITISCH,5.0,82.7,4.02,144
LKW-02,2026-07-21 04:30:00,KRITISCH,5.0,94.6,4.36,144
LKW-02,2026-07-21 05:00:00,KRITISCH,5.0,80.6,3.86,144
LKW-02,2026-07-21 05:30:00,KRITISCH,5.0,85.0,3.67,144
LKW-02,2026-07-21 06:00:00,KRITISCH,5.0,87.3,3.34,144
LKW-02,2026-07-21 06:30:00,KRITISCH,5.0,68.2,4.04,144
LKW-02,2026-07-21 07:00:00,KRITISCH,5.0,83.8,2.08,144
LKW-02,2026-07-21 07:30:00,KRITISCH,5.0,87.3,2.71,144
LKW-02,2026-07-21 08:00:00,KRITISCH,5.0,86.0,4.04,144
LKW-02,2026-07-21 08:30:00,KRITISCH,5.0,85.3,0.82,144
LKW-02,2026-07-21 09:00:00,KRITISCH,5.0,79.5,2.97,144
LKW-02,2026-07-21 09:30:00,KRITISCH,5.0,89.8,5.05,144
LKW-02,2026-07-21 10:00:00,KRITISCH,5.0,82.8,2.84,144
LKW-02,2026-07-21 10:30:00,KRITISCH,5.0,75.0,3.36,144
LKW-02,2026-07-21 11:00:00,KRITISCH,5.0,86.9,3.89,144
LKW-02,2026-07-21 11:30:00,KRITISCH,5.0,78.1,1.77,144
LKW-02,2026-07-21 12:00:00,KRITISCH,5.0,84.7,2.2,144
LKW-02,2026-07-21 12:30:00,KRITISCH,5.0,87.4,2.93,144
LKW-02,2026-07-21 13:00:00,KRITISCH,5.0,79.6,2.23,144
LKW-02,2026-07-21 13:30:00,KRITISCH,5.0,75.7,2.72,144
LKW-02,2026-07-21 14:00:00,KRITISCH,5.0,86.4,3.01,144
LKW-02,2026-07-21 14:30:00,KRITISCH,5.0,88.0,1.65,144
LKW-02,2026-07-21 15:00:00,KRITISCH,5.0,88.2,4.2,144
LKW-02,2026-07-21 15:30:00,KRITISCH,5.0,82.2,3.83,144
LKW-02,2026-07-21 16:00:00,KRITISCH,5.0,88.8,4.81,144
LKW-02,2026-07-21 16:30:00,KRITISCH,5.0,83.6,4.27,144
LKW-02,2026-07-21 17:00:00,KRITISCH,5.0,89.5,4.1,144
LKW-02,2026-07-21 17:30:00,KRITISCH,5.0,79.2,1.78,144
LKW-02,2026-07-21 18:00:00,KRITISCH,5.0,85.4,3.32,144
LKW-02,2026-07-21 18:30:00,KRITISCH,5.0,79.0,1.78,144
LKW-02,2026-07-21 19:00:00,KRITISCH,5.0,88.9,3.25,144
LKW-02,2026-07-21 19:30:00,KRITISCH,5.0,84.5,2.15,144
LKW-02,2026-07-21 20:00:00,KRITISCH,5.0,92.6,2.12,144
LKW-02,2026-07-21 20:30:00,KRITISCH,5.0,77.9,0.8,144
LKW-02,2026-07-21 21:00:00,KRITISCH,5.0,98.4,3.68,144
LKW-02,2026-07-21 21:30:00,KRITISCH,5.0,89.8,1.99,144
LKW-02,2026-07-21 22:00:00,KRITISCH,5.0,81.7,2.38,144
LKW-02,2026-07-21 22:30:00,KRITISCH,5.0,79.5,2.58,144
LKW-02,2026-07-21 23:00:00,KRITISCH,5.0,84.8,2.46,144
LKW-02,2026-07-21 23:30:00,KRITISCH,5.0,84.9,1.64,144
LKW-02,2026-07-22 00:00:00,KRITISCH,5.0,86.4,3.54,144
LKW-02,2026-07-22 00:30:00,KRITISCH,5.0,78.6,3.15,144
LKW-02,2026-07-22 01:00:00,KRITISCH,5.0,89.6,3.68,144
LKW-02,2026-07-22 01:30:00,KRITISCH,5.0,94.5,2.69,144
LKW-02,2026-07-22 02:00:00,KRITISCH,5.0,76.0,2.93,144
LKW-02,2026-07-22 02:30:00,KRITISCH,5.0,80.7,3.94,144
LKW-02,2026-07-22 03:00:00,KRITISCH,5.0,81.6,3.08,144
LKW-02,2026-07-22 03:30:00,KRITISCH,5.0,81.6,4.26,144
LKW-02,2026-07-22 04:00:00,KRITISCH,5.0,86.7,3.02,144
LKW-02,2026-07-22 04:30:00,KRITISCH,5.0,89.5,4.21,144
LKW-02,2026-07-22 05:00:00,KRITISCH,5.0,87.0,2.85,144
LKW-02,2026-07-22 05:30:00,KRITISCH,5.0,82.1,1.35,144
LKW-02,2026-07-22 06:00:00,KRITISCH,5.0,91.5,3.62,144
LKW-02,2026-07-22 06:30:00,KRITISCH,5.0,90.5,2.39,144
LKW-02,2026-07-22 07:00:00,KRITISCH,5.0,79.7,2.25,144
LKW-02,2026-07-22 07:30:00,KRITISCH,5.0,87.6,2.95,144
LKW-02,2026-07-22 08:00:00,KRITISCH,5.0,77.6,3.15,144
LKW-02,2026-07-22 08:30:00,KRITISCH,5.0,84.4,3.7,144
LKW-02,2026-07-22 09:00:00,KRITISCH,5.0,74.8,3.72,144
LKW-02,2026-07-22 09:30:00,KRITISCH,5.0,85.9,1.67,144
LKW-02,2026-07-22 10:00:00,KRITISCH,5.0,87.6,2.07,144
LKW-02,2026-07-22 10:30:00,KRITISCH,5.0,80.5,2.97,144
LKW-02,2026-07-22 11:00:00,KRITISCH,5.0,82.7,3.6,144
LKW-02,2026-07-22 11:30:00,KRITISCH,5.0,80.2,3.67,144
LKW-02,2026-07-22 12:00:00,KRITISCH,5.0,93.1,3.45,144
LKW-02,2026-07-22 12:30:00,KRITISCH,5.0,95.3,3.27,144
LKW-02,2026-07-22 13:00:00,KRITISCH,5.0,83.6,2.75,144
LKW-02,2026-07-22 13:30:00,KRITISCH,5.0,76.8,3.85,144
LKW-02,2026-07-22 14:00:00,KRITISCH,5.0,83.6,1.61,144
LKW-02,2026-07-22 14:30:00,KRITISCH,5.0,91.1,4.17,144
LKW-02,2026-07-22 15:00:00,KRITISCH,5.0,79.9,1.44,144
LKW-02,2026-07-22 15:30:00,KRITISCH,5.0,83.3,3.09,144
LKW-02,2026-07-22 16:00:00,KRITISCH,5.0,89.0,1.71,144
LKW-02,2026-07-22 16:30:00,KRITISCH,5.0,77.8,2.04,144
LKW-02,2026-07-22 17:00:00,KRITISCH,5.0,79.3,3.26,144
LKW-02,2026-07-22 17:30:00,KRITISCH,5.0,69.2,2.13,144
LKW-02,2026-07-22 18:00:00,KRITISCH,5.0,84.0,2.58,144
LKW-02,2026-07-22 18:30:00,KRITISCH,5.0,74.8,2.44,144
LKW-02,2026-07-22 19:00:00,KRITISCH,5.0,85.1,3.59,144
LKW-02,2026-07-22 19:30:00,KRITISCH,5.0,80.5,4.08,144
LKW-02,2026-07-22 20:00:00,KRITISCH,5.0,86.3,2.76,144
LKW-02,2026-07-22 20:30:00,KRITISCH,5.0,87.6,4.08,144
LKW-02,2026-07-22 21:00:00,KRITISCH,5.0,66.8,4.41,144
LKW-02,2026-07-22 21:30:00,KRITISCH,5.0,76.9,3.44,144
LKW-02,2026-07-22 22:00:00,KRITISCH,5.0,90.8,2.83,144
LKW-02,2026-07-22 22:30:00,KRITISCH,5.0,80.9,1.74,144
LKW-02,2026-07-22 23:00:00,KRITISCH,5.0,87.4,4.16,144
LKW-02,2026-07-22 23:30:00,KRITISCH,5.0,84.0,3.97,144
LKW-02,2026-07-23 00:00:00,KRITISCH,5.0,84.1,1.11,144
LKW-02,2026-07-23 00:30:00,KRITISCH,5.0,73.5,1.07,144
LKW-02,2026-07-23 01:00:00,KRITISCH,5.0,75.3,2.76,144
LKW-02,2026-07-23 01:30:00,KRITISCH,5.0,97.5,3.61,144
LKW-02,2026-07-23 02:00:00,KRITISCH,5.0,73.6,2.9,144
LKW-02,2026-07-23 02:30:00,KRITISCH,5.0,83.5,0.5,144
LKW-02,2026-07-23 03:00:00,KRITISCH,5.0,84.2,2.62,144
LKW-02,2026-07-23 03:30:00,KRITISCH,5.0,92.7,2.74,144
LKW-02,2026-07-23 04:00:00,KRITISCH,5.0,82.3,2.82,144
LKW-02,2026-07-23 04:30:00,KRITISCH,5.0,80.0,2.24,144
LKW-02,2026-07-23 05:00:00,KRITISCH,5.0,73.3,2.06,144
LKW-02,2026-07-23 05:30:00,KRITISCH,5.0,73.2,2.22,144
LKW-02,2026-07-23 06:00:00,KRITISCH,5.0,80.5,2.31,144
LKW-02,2026-07-23 06:30:00,KRITISCH,5.0,78.2,3.09,144
LKW-02,2026-07-23 07:00:00,KRITISCH,5.0,90.2,4.12,144
LKW-02,2026-07-23 07:30:00,KRITISCH,5.0,91.6,2.0,144
LKW-02,2026-07-23 08:00:00,KRITISCH,5.0,76.2,2.51,144
LKW-02,2026-07-23 08:30:00,KRITISCH,5.0,82.9,3.0,144
LKW-02,2026-07-23 09:00:00,KRITISCH,5.0,93.4,3.84,144
LKW-02,2026-07-23 09:30:00,KRITISCH,5.0,76.5,2.88,144
LKW-03,2026-06-12 10:00:00,WARNUNG,54.0,91.2,2.32,144
LKW-03,2026-06-12 10:30:00,WARNUNG,54.0,72.3,4.39,144
LKW-03,2026-06-12 11:00:00,WARNUNG,54.0,82.8,2.69,144
LKW-03,2026-06-12 11:30:00,WARNUNG,53.9,78.6,2.07,144
LKW-03,2026-06-12 12:00:00,WARNUNG,53.9,81.5,2.43,144
LKW-03,2026-06-12 12:30:00,WARNUNG,53.9,72.4,2.61,144
LKW-03,2026-06-12 13:00:00,WARNUNG,53.9,76.1,3.2,144
LKW-03,2026-06-12 13:30:00,WARNUNG,53.9,80.7,2.37,144
LKW-03,2026-06-12 14:00:00,WARNUNG,53.9,81.6,4.75,144
LKW-03,2026-06-12 14:30:00,WARNUNG,53.9,81.4,3.73,144
LKW-03,2026-06-12 15:00:00,WARNUNG,53.8,84.5,2.71,144
LKW-03,2026-06-12 15:30:00,WARNUNG,53.8,72.3,4.1,144
LKW-03,2026-06-12 16:00:00,WARNUNG,53.8,71.0,3.48,144
LKW-03,2026-06-12 16:30:00,WARNUNG,53.8,75.9,3.5,144
LKW-03,2026-06-12 17:00:00,WARNUNG,53.8,86.9,2.15,144
LKW-03,2026-06-12 17:30:00,WARNUNG,53.8,82.2,2.71,144
LKW-03,2026-06-12 18:00:00,WARNUNG,53.7,88.3,3.96,144
LKW-03,2026-06-12 18:30:00,WARNUNG,53.7,70.3,5.16,144
LKW-03,2026-06-12 19:00:00,WARNUNG,53.7,80.3,3.08,144
LKW-03,2026-06-12 19:30:00,WARNUNG,53.7,86.7,4.1,144
LKW-03,2026-06-12 20:00:00,WARNUNG,53.7,79.5,1.58,144
LKW-03,2026-06-12 20:30:00,WARNUNG,53.7,75.0,4.07,144
LKW-03,2026-06-12 21:00:00,WARNUNG,53.7,89.1,2.92,144
LKW-03,2026-06-12 21:30:00,WARNUNG,53.6,79.7,4.09,144
LKW-03,2026-06-12 22:00:00,WARNUNG,53.6,83.1,3.12,144
LKW-03,2026-06-12 22:30:00,WARNUNG,53.6,82.0,3.92,144
LKW-03,2026-06-12 23:00:00,WARNUNG,53.6,90.7,4.87,144
LKW-03,2026-06-12 23:30:00,WARNUNG,53.6,80.2,3.45,144
LKW-03,2026-06-13 00:00:00,WARNUNG,53.6,83.6,5.25,132
LKW-03,2026-06-13 00:30:00,WARNUNG,53.5,80.1,4.21,120
LKW-03,2026-06-13 01:00:00,WARNUNG,53.5,98.4,2.37,120
LKW-03,2026-06-13 01:30:00,WARNUNG,53.5,79.8,2.01,120
LKW-03,2026-06-13 02:00:00,WARNUNG,53.5,81.6,4.38,120
LKW-03,2026-06-13 02:30:00,WARNUNG,53.5,79.1,2.65,120
LKW-03,2026-06-13 03:00:00,WARNUNG,53.5,86.2,2.83,120
LKW-03,2026-06-13 03:30:00,WARNUNG,53.5,74.1,3.4,120
LKW-03,2026-06-13 04:00:00,WARNUNG,53.4,81.5,2.71,120
LKW-03,2026-06-13 04:30:00,WARNUNG,53.4,76.7,1.63,120
LKW-03,2026-06-13 05:00:00,WARNUNG,53.4,92.8,3.88,120
LKW-03,2026-06-13 05:30:00,WARNUNG,53.4,84.5,3.44,120
LKW-03,2026-06-13 06:00:00,WARNUNG,53.4,79.2,3.22,120
LKW-03,2026-06-13 06:30:00,WARNUNG,53.4,85.9,2.54,120
LKW-03,2026-06-13 07:00:00,WARNUNG,53.4,85.7,2.8,120
LKW-03,2026-06-13 07:30:00,WARNUNG,53.3,84.4,1.62,120
LKW-03,2026-06-13 08:00:00,WARNUNG,53.3,77.6,3.58,120
LKW-03,2026-06-13 08:30:00,WARNUNG,53.3,79.6,3.41,120
LKW-03,2026-06-13 09:00:00,WARNUNG,53.3,73.7,3.58,120
LKW-03,2026-06-13 09:30:00,WARNUNG,53.3,91.4,1.89,120
LKW-03,2026-06-13 10:00:00,WARNUNG,53.3,75.0,4.34,120
LKW-03,2026-06-13 10:30:00,WARNUNG,53.3,69.4,1.98,120
LKW-03,2026-06-13 11:00:00,WARNUNG,53.2,79.2,3.21,120
LKW-03,2026-06-13 11:30:00,WARNUNG,53.2,84.5,3.08,120
LKW-03,2026-06-13 12:00:00,WARNUNG,53.2,78.6,4.91,120
LKW-03,2026-06-13 12:30:00,WARNUNG,53.2,91.8,3.51,120
LKW-03,2026-06-13 13:00:00,WARNUNG,53.2,81.3,3.2,120
LKW-03,2026-06-13 13:30:00,WARNUNG,53.2,76.0,1.95,120
LKW-03,2026-06-13 14:00:00,WARNUNG,53.2,77.8,3.59,120
LKW-03,2026-06-13 14:30:00,WARNUNG,53.1,80.5,2.37,120
LKW-03,2026-06-13 15:00:00,WARNUNG,53.1,85.1,3.78,120
LKW-03,2026-06-13 15:30:00,WARNUNG,53.1,92.3,5.36,120
LKW-03,2026-06-13 16:00:00,WARNUNG,53.1,80.8,2.35,120
LKW-03,2026-06-13 16:30:00,WARNUNG,53.1,81.1,3.78,120
LKW-03,2026-06-13 17:00:00,WARNUNG,53.1,77.0,3.17,120
LKW-03,2026-06-13 17:30:00,WARNUNG,53.0,82.7,4.62,120
LKW-03,2026-06-13 18:00:00,WARNUNG,53.0,87.4,3.04,120
LKW-03,2026-06-13 18:30:00,WARNUNG,53.0,87.8,2.68,120
LKW-03,2026-06-13 19:00:00,WARNUNG,53.0,77.3,1.81,120
LKW-03,2026-06-13 19:30:00,WARNUNG,53.0,90.4,3.88,120
LKW-03,2026-06-13 20:00:00,WARNUNG,53.0,73.2,3.14,120
LKW-03,2026-06-13 20:30:00,WARNUNG,53.0,77.0,0.91,120
LKW-03,2026-06-13 21:00:00,WARNUNG,52.9,82.7,4.19,120
LKW-03,2026-06-13 21:30:00,WARNUNG,52.9,82.9,2.84,120
LKW-03,2026-06-13 22:00:00,WARNUNG,52.9,71.1,4.05,120
LKW-03,2026-06-13 22:30:00,WARNUNG,52.9,67.5,1.86,120
LKW-03,2026-06-13 23:00:00,WARNUNG,52.9,84.8,2.41,108
LKW-03,2026-06-13 23:30:00,WARNUNG,52.9,82.6,1.37,96
LKW-03,2026-06-14 00:00:00,WARNUNG,52.9,89.4,2.97,96
LKW-03,2026-06-14 00:30:00,WARNUNG,52.8,84.8,4.01,96
LKW-03,2026-06-14 01:00:00,WARNUNG,52.8,79.5,3.0,96
LKW-03,2026-06-14 01:30:00,WARNUNG,52.8,89.0,3.66,96
LKW-03,2026-06-14 02:00:00,WARNUNG,52.8,67.8,3.84,96
LKW-03,2026-06-14 02:30:00,WARNUNG,52.8,80.9,3.33,96
LKW-03,2026-06-14 03:00:00,WARNUNG,52.8,78.9,4.47,96
LKW-03,2026-06-14 03:30:00,WARNUNG,52.7,93.4,3.57,96
LKW-03,2026-06-14 04:00:00,WARNUNG,52.7,77.9,3.8,96
LKW-03,2026-06-14 04:30:00,WARNUNG,52.7,84.9,2.72,96
LKW-03,2026-06-14 05:00:00,WARNUNG,52.7,90.4,2.84,96
LKW-03,2026-06-14 05:30:00,WARNUNG,52.7,91.2,2.65,96
LKW-03,2026-06-14 06:00:00,WARNUNG,52.7,66.4,3.34,96
LKW-03,2026-06-14 06:30:00,WARNUNG,52.7,84.6,3.89,96
LKW-03,2026-06-14 07:00:00,WARNUNG,52.6,78.0,1.0,96
LKW-03,2026-06-14 07:30:00,WARNUNG,52.6,85.4,3.74,96
LKW-03,2026-06-14 08:00:00,WARNUNG,52.6,83.5,3.39,96
LKW-03,2026-06-14 08:30:00,WARNUNG,52.6,93.5,3.33,96
LKW-03,2026-06-14 09:00:00,WARNUNG,52.6,78.9,2.48,96
LKW-03,2026-06-14 09:30:00,WARNUNG,52.6,77.9,3.55,96
LKW-03,2026-06-14 10:00:00,WARNUNG,52.6,83.4,3.14,96
LKW-03,2026-06-14 10:30:00,WARNUNG,52.5,89.7,3.39,96
LKW-03,2026-06-14 11:00:00,WARNUNG,52.5,72.2,1.61,96
LKW-03,2026-06-14 11:30:00,WARNUNG,52.5,83.4,3.01,96
LKW-03,2026-06-14 12:00:00,WARNUNG,52.5,81.5,3.16,96
LKW-03,2026-06-14 12:30:00,WARNUNG,52.5,86.9,2.81,96
LKW-03,2026-06-14 13:00:00,WARNUNG,52.5,69.3,3.04,96
LKW-03,2026-06-14 13:30:00,WARNUNG,52.5,71.2,1.87,96
LKW-03,2026-06-14 14:00:00,WARNUNG,52.4,79.0,2.86,96
LKW-03,2026-06-14 14:30:00,WARNUNG,52.4,74.7,3.49,96
LKW-03,2026-06-14 15:00:00,WARNUNG,52.4,84.0,3.23,96
LKW-03,2026-06-14 15:30:00,WARNUNG,52.4,87.0,2.53,96
LKW-03,2026-06-14 16:00:00,WARNUNG,52.4,77.3,3.85,96
LKW-03,2026-06-14 16:30:00,WARNUNG,52.4,69.4,3.13,96
LKW-03,2026-06-14 17:00:00,WARNUNG,52.3,90.8,3.78,96
LKW-03,2026-06-14 17:30:00,WARNUNG,52.3,85.9,4.05,96
LKW-03,2026-06-14 18:00:00,WARNUNG,52.3,75.8,4.6,96
LKW-03,2026-06-14 18:30:00,WARNUNG,52.3,82.7,4.44,96
LKW-03,2026-06-14 19:00:00,WARNUNG,52.3,79.4,4.71,96
LKW-03,2026-06-14 19:30:00,WARNUNG,52.3,68.4,2.72,96
LKW-03,2026-06-14 20:00:00,WARNUNG,52.3,87.2,2.13,96
LKW-03,2026-06-14 20:30:00,WARNUNG,52.3,78.4,1.7,96
LKW-03,2026-06-14 21:00:00,WARNUNG,52.2,81.6,4.16,96
LKW-03,2026-06-14 21:30:00,WARNUNG,52.2,76.6,3.24,96
LKW-03,2026-06-14 22:00:00,WARNUNG,52.2,91.9,4.32,96
LKW-03,2026-06-14 22:30:00,WARNUNG,52.2,93.4,2.61,84
LKW-03,2026-06-14 23:00:00,WARNUNG,52.2,86.1,3.43,72
LKW-03,2026-06-14 23:30:00,WARNUNG,52.2,91.8,3.63,72
LKW-03,2026-06-15 00:00:00,WARNUNG,52.2,75.3,2.94,72
LKW-03,2026-06-15 00:30:00,WARNUNG,52.2,86.2,2.23,72
LKW-03,2026-06-15 01:00:00,WARNUNG,52.1,81.7,3.83,72
LKW-03,2026-06-15 01:30:00,WARNUNG,52.1,85.7,3.0,72
LKW-03,2026-06-15 02:00:00,WARNUNG,52.1,79.2,1.59,72
LKW-03,2026-06-15 02:30:00,WARNUNG,52.1,75.9,2.38,72
LKW-03,2026-06-15 03:00:00,WARNUNG,52.1,83.9,2.84,72
LKW-03,2026-06-15 03:30:00,WARNUNG,52.1,75.1,3.12,72
LKW-03,2026-06-15 04:00:00,WARNUNG,52.0,80.6,2.73,72
LKW-03,2026-06-15 04:30:00,WARNUNG,52.0,81.7,3.92,72
LKW-03,2026-06-15 05:00:00,WARNUNG,52.0,83.2,2.29,72
LKW-03,2026-06-15 05:30:00,WARNUNG,52.0,91.5,4.24,72
LKW-03,2026-06-15 06:00:00,WARNUNG,52.0,83.8,4.04,72
LKW-03,2026-06-15 06:30:00,WARNUNG,52.0,72.2,1.88,72
LKW-03,2026-06-15 07:00:00,WARNUNG,52.0,87.9,3.65,72
LKW-03,2026-06-15 07:30:00,WARNUNG,51.9,84.5,3.91,72
LKW-03,2026-06-15 08:00:00,WARNUNG,51.9,89.4,3.85,72
